ID	TCGA-D5-6534-01A	TCGA-AZ-5403-01A	TCGA-CM-6679-01A	TCGA-DT-5265-01A	TCGA-F4-6805-01A	TCGA-QG-A5YX-01A	TCGA-G4-6586-01A	TCGA-D5-6541-01A	TCGA-DM-A1D4-01A	TCGA-CM-5860-01A	TCGA-T9-A92H-01A	TCGA-CM-4752-01A	TCGA-DY-A0XA-01A	TCGA-AY-6197-01A	TCGA-EI-6882-01A	TCGA-AZ-6601-01A	TCGA-EI-6507-01A	TCGA-DC-6682-01A	TCGA-CL-5918-01A	TCGA-G4-6295-01A	TCGA-DM-A1DB-01A	TCGA-G4-6626-01A	TCGA-AF-A56K-01A	TCGA-D5-6924-01A	TCGA-F5-6465-01A	TCGA-F5-6811-01A	TCGA-EI-6883-01A	TCGA-EI-6506-01A	TCGA-EI-6514-01A	TCGA-AG-4022-01A	TCGA-A6-3810-01A	TCGA-A6-6782-01A	TCGA-DY-A1DC-01A	TCGA-CA-5797-01A	TCGA-CM-6169-01A	TCGA-AG-3592-01A	TCGA-G4-6625-01A	TCGA-NH-A8F7-01A	TCGA-A6-2675-01A	TCGA-AU-3779-01A	TCGA-AF-A56N-01A	TCGA-AA-3496-01A	TCGA-AA-3697-01A	TCGA-CA-6719-01A	TCGA-CA-5256-01A	TCGA-CM-6165-01A
AC015849.14	0	10.08382893	10.72709648	0	11.87114975	9.875238999	10.97865759	0	9.832928535	0	11.50131271	11.29837611	0	9.858672043	10.31364547	11.42997382	9.896544625	10.27930084	0	10.12592163	10.87880542	9.964294852	0	0	10.6720116	10.01018538	0	0	0	9.897195198	9.782632573	0	0	10.76106881	0	10.51586489	9.966341601	10.04347186	0	10.18270724	0	9.81976483	0	0	12.28651778	10.11376908
RNU6-626P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5M4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5AL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAMP3	19.25407779	19.25510078	19.07881989	19.09111752	19.2420646	19.27098212	19.65381458	19.44108355	19.81524785	18.95843559	19.18329153	19.7083109	19.10943413	19.18941751	19.01215269	19.38326805	18.71170277	18.90526844	19.34342858	18.91624376	19.21048399	19.16285024	19.00690414	19.05404413	18.75929672	19.26298674	19.61652839	19.59815351	19.27407113	18.88317544	19.33783806	19.6494904	19.4402447	19.26434356	18.82002511	19.52427304	19.20989895	19.14715284	19.18214124	19.74154634	18.86263399	19.29580877	19.37952112	19.25935224	18.89697566	19.10930853
AMZ2P1	15.00835119	15.19206964	15.3416306	15.60342452	14.67881542	15.05342143	15.09774768	15.62387528	15.67066543	14.89859528	14.91337285	15.49210882	15.53115351	14.6588274	14.98810137	14.91239808	16.06491393	15.71270377	15.24791007	14.88114327	15.66052764	14.35587709	15.35534303	15.75884998	15.01696381	15.85428062	15.68585504	14.40272097	15.8498455	15.88761937	15.65988836	15.69971705	15.64845242	13.9053621	14.57809497	14.7043582	15.0948639	16.05615014	14.73949974	15.5403058	15.77679818	15.42630137	14.8439752	14.41770531	16.3381678	15.72059418
RNU6-14P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.43922206	0	0	0	0	0	0	0	0	11.98925649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E155P	0	0	8.632785515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.200889193	0	0	0	0	0	0	0	0	0	0	8.794687441	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEGAIN	11.30658896	10.70756062	11.21980424	15.52280772	10.70922887	10.43481301	13.19767381	9.909576135	12.10223567	9.302339225	10.66123652	10.20701587	12.37204499	13.79705917	11.99846328	11.67348723	12.85384281	11.02332567	10.61662599	9.927188925	11.56411479	10.9222113	10.97222974	10.42129921	11.29589966	9.811468607	11.78710478	11.86114844	10.73435888	11.20638221	10.90906252	10.94409924	12.41164994	9.563221964	9.584431888	10.52338706	11.19543379	10.84396569	12.01887082	9.092102961	9.807989288	10.56361405	11.24422685	11.75281634	10.55774813	11.63982008
AC009095.4	12.60119873	9.600237076	12.32986638	10.62152199	10.80248828	12.19724239	11.66419026	11.47582654	12.15489532	10.49390225	11.23968231	9.815283576	12.09702815	12.89674666	12.52907345	12.26754975	12.65905898	9.795641847	0	11.81083475	13.39405126	10.06503804	13.07657981	11.61355629	10.77279259	10.11093162	11.15194607	11.88935929	10.50588958	10.99722812	12.6436802	11.72676577	10.69821221	9.862628401	10.67674648	11.35323707	12.06607592	12.36561066	11.90362651	10.28346413	12.01551805	12.33432517	13.04606718	11.52427341	9.803722273	8.63198576
ZSCAN5A	13.64750672	13.65676507	13.35657108	13.22049418	13.26798044	13.90867984	13.97079084	14.34142861	13.34734	13.6027404	14.03645238	13.90034097	13.74479613	13.96297514	13.62944763	14.07792729	14.1419698	14.20538601	13.38289294	14.12811626	14.38650636	13.83308803	13.55384049	13.14260309	13.80633922	13.63908725	13.79940534	13.92408712	13.06500149	13.169333	13.3251665	12.83809672	13.93670412	14.05564326	13.43361198	13.93076041	14.00505072	13.72633784	13.66488217	13.37366866	13.41536634	13.08300493	13.42471888	13.25491272	13.55984336	13.55209143
KRT8P27	0	0	0	0	0	8.258379287	0	0	8.216163422	0	0	0	8.505322794	8.241849042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL162419.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.93644902	0	0	0	0	0	0	0
OR4K7P	8.56990056	0	0	0	0	8.881337342	0	0	11.64372441	0	0	0	0	8.864787996	0	0	0	11.60510348	0	0	0	8.970301914	8.924223929	0	8.679223498	0	0	0	0	0	0	9.894622932	0	0	0	9.521416389	0	0	0	0	0	12.5234251	0	9.015268862	0	0
SUMO2P6	10.28150423	10.80212544	10.44609787	11.823944	11.00532234	12.1777942	10.69762967	0	10.55112592	0	12.21993566	13.0167955	0	10.57688041	11.03201883	12.14858686	12.6140786	12.58215551	12.57116046	0	11.01259328	13.00377195	11.63595006	11.23167342	0	11.72802933	12.54713812	10.39255295	12.70805275	10.61541964	13.80848816	11.60781433	11.90066104	10.48006594	11.87918795	0	0	12.34616201	0	10.90103832	10.51865366	11.53747126	0	0	13.0052227	10.83207631
RP4-734P14.4	9.76717758	0	10.51618768	11.6311054	11.49029827	11.07836402	0	10.42751871	11.35781834	12.59628839	11.12049523	11.50229521	10.91109553	10.06246177	10.51749062	9.051205034	12.09935365	9.484149975	11.05677716	11.32918539	11.08269902	10.75264351	10.70649918	10.71710705	10.46110802	9.215209679	10.03345067	11.87703928	0	9.102303355	8.987832721	10.67837153	0	10.55015689	0	8.722293779	9.171397666	9.248472691	0	10.38653819	0	11.34464516	11.64700013	11.53431455	12.49047433	11.63884165
ANKRD6	14.04481292	12.68900011	12.94879526	13.4454062	13.15077639	11.46694791	10.54416438	13.68234815	10.78444252	12.52390796	11.36617727	11.80687776	12.29027347	11.2771033	12.60382364	11.9384903	14.55756723	12.80136874	10.77663712	10.51399451	11.30820838	14.08041433	13.1910393	12.86911673	13.20852051	13.04369727	11.7377111	12.8138015	12.93083492	12.54209876	15.25777255	14.09772763	11.69057382	11.79538387	12.95572128	11.55010109	12.20505943	10.71513322	13.21169749	13.49761694	11.75154864	14.27924558	11.35231727	13.14900425	11.3995063	12.70541859
AC104169.1	0	0	0	0	12.130473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-107P7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116311.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-543B16.2	13.08630087	13.41459461	13.05837775	14.48738016	12.61799511	14.68376767	14.71205818	14.02019006	14.7135601	13.37623666	14.9323603	12.82261093	13.34657581	13.55177106	14.08513055	14.72670214	12.87926192	13.61021836	12.1140048	12.45685009	9.819282913	13.39448312	11.76363009	10.0382364	13.58817024	11.53388096	14.71029322	12.89789839	13.51375082	13.42042165	14.67968904	13.80556054	15.22967351	12.74448771	13.26970385	13.99377256	13.19010143	10.56766365	12.54965088	13.5135523	14.71583128	13.43036971	12.77472497	12.85463682	14.7177817	13.22218852
AP001922.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4A1P5	0	8.877597588	0	8.899779486	9.08049748	8.669278232	9.771622037	10.01589835	10.62428819	10.18532843	8.711326616	10.09115449	8.916406034	0	10.10584934	10.95916937	10.27318711	9.072849066	10.06052235	0	8.090407581	10.34095331	9.710429585	10.30542374	10.04947969	8.804045134	8.623768843	9.466729519	9.782685822	9.689457875	12.807092	10.26669593	0	8.556103374	10.95274284	0	0	8.837289871	0	0	10.59181485	0	0	10.80074243	11.07892416	9.905999059
GNAI1	16.07437831	16.14249096	16.02655309	17.043681	16.32764432	16.30001419	13.93524705	15.2179458	17.65553298	16.3125168	14.63694663	15.17543747	14.116902	15.90352385	16.55041631	15.80896962	16.86070223	16.91404057	14.23408014	14.05258336	16.80921019	14.11036641	15.62916544	16.09267006	17.05393923	16.36339564	14.70060326	15.95762213	15.38530803	15.59375653	15.57449065	15.71671693	14.46646756	15.15295684	16.35337508	15.61270154	15.31030852	14.23143423	15.61373093	15.05910299	15.07609619	16.8393122	14.955432	15.47390145	16.33717331	15.73623321
IRGQ	16.35214972	15.03351392	16.48010035	16.19036851	16.13829806	15.75705235	15.95337136	16.2405809	15.96712322	15.64695499	16.28075948	15.93747195	15.72731258	16.42409506	16.29452821	15.39087296	16.070654	15.92888479	16.47686464	16.03932716	15.865897	16.29200679	16.73334884	15.67730214	15.88553057	15.85527731	15.34147013	16.49546775	15.87119285	15.56425317	16.98825498	16.03217231	16.20880728	15.87717005	15.94998951	16.0380844	16.19230338	16.70793235	15.90630354	15.39214107	16.38109664	15.92206166	15.83412479	15.89359914	15.4950299	15.8784776
RP11-304L19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01402	11.32671011	0	0	13.45444073	11.0511041	10.63922884	0	10.40320133	10.59689956	0	0	0	0	11.62219699	0	12.19438062	13.46713447	12.0431033	11.03245349	0	10.05905149	10.72832254	12.26655569	12.86203335	13.0208851	10.77423167	12.17797461	0	13.33874258	10.66119459	12.1308998	13.23826751	0	0	0	12.8646571	10.73037013	14.80677643	0	13.75354674	12.14875383	11.58325978	0	11.77293959	0	12.46230656
ARL2	19.00161716	19.92195207	18.87178182	19.21210285	19.11663456	18.48466349	19.50821593	18.81002827	18.74139473	18.94129215	19.0832395	19.56442074	18.40073861	18.57091155	17.97378225	19.13854707	18.04980991	18.78650394	18.93568685	19.96085589	19.34743304	19.68132373	18.71028353	19.0269132	18.68321077	18.82731581	19.11480094	18.52068702	19.08863934	18.62347487	18.08106815	18.43513611	18.97654813	19.94802291	18.18850211	19.26112825	18.95262658	18.5468602	18.9954383	18.45021459	19.32868153	18.7961675	19.07599971	18.88413654	20.01865657	18.26378709
AC134882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH5	8.820469126	0	7.405564818	0	7.962383651	0	6.663035157	8.312843239	9.673823737	0	8.176595403	0	0	8.118067435	0	0	6.580964791	0	0	7.801895035	5.986792785	0	9.39696045	9.506953007	6.35958949	0	7.506818497	7.352302705	0	6.581609246	8.776999838	8.884303687	0	0	9.417845473	6.205349873	0	0	7.894308929	6.864683761	8.060015754	9.490959516	9.115943636	6.692705372	0	7.789786284
PTCHD3P2	9.21787703	16.61295612	9.382334311	9.760318049	10.52566939	12.98723716	0	9.293739977	0	10.04735062	13.73980875	0	8.778603675	0	9.967878574	10.08470581	10.13520194	8.935015889	0	13.90793263	8.949922601	9.618612131	8.574393851	13.92116144	13.61057046	9.6644904	8.48603392	12.41431402	8.646549205	9.551531111	14.6900763	10.5434266	0	0	0	14.2563416	10.20500983	9.69776824	10.45736151	14.00540396	14.20774122	14.86445919	16.34442624	0	0	0
TTC33	16.62682171	17.58609465	16.80322059	16.628388	16.69398447	16.42833075	16.48442906	16.74897799	16.6382907	17.71286975	16.5621959	17.12101958	16.49841243	16.56486127	17.46687231	16.7853172	17.26573344	17.12201534	16.66294158	16.13005966	16.48374132	16.90793351	16.75599172	17.25219225	16.31747326	17.57035156	17.11910975	16.47022426	17.47957209	17.09170734	16.79217847	16.39502137	15.93846098	16.52446881	17.62853519	16.35190856	16.5822023	16.25940671	16.79418247	16.79876692	16.66534452	16.51080521	16.78772731	16.57363019	17.82966378	16.94948993
RNU6-694P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.57807662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	17.33082025	14.35602398	14.92226902	16.39227593	16.05677911	14.40553673	14.98840866	16.97100585	14.91355011	15.61761119	13.72644314	15.48382802	14.42292526	15.49892569	15.43190025	15.8001612	16.81046805	15.33863677	14.87571601	15.13509183	14.61754133	13.90974939	15.52523442	15.82755631	15.93751685	15.57177818	14.71456555	15.57750216	14.8999522	15.44316368	16.1082319	16.08204247	14.53744446	14.75363777	16.0152806	14.97393592	15.87277486	14.48450021	15.89887461	16.84500446	14.80365515	16.06787663	15.25956061	15.35939838	14.87220105	15.9326889
AL645730.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR3A5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P49	13.2740925	10.15233151	11.96509528	9.175788724	12.67651485	11.94263288	12.04684776	11.70650967	11.90028757	11.04626992	12.30662965	10.36745996	12.89058299	14.68062405	12.96621852	12.4982645	13.48728209	10.93240468	11.33626499	13.19334825	12.44936165	12.61660647	13.74023564	12.90293588	13.49470385	11.66275756	12.06690438	13.87060466	10.64344789	11.96460676	13.80385514	13.20517834	11.5724316	10.41482124	14.2286261	11.90574765	13.42591155	14.91806996	12.87116608	12.25032585	12.03768412	13.53070997	13.90353142	13.07663663	0	13.88156604
MLC1	11.7035163	12.36183388	13.08519912	11.87893636	9.914282086	9.018044748	8.386850644	9.266841598	0	9.214121109	8.738862483	10.44039908	11.94138505	9.264057392	11.13278326	11.47198041	8.718089317	9.421801722	11.40923046	9.268528323	9.574031387	9.107025895	12.49144567	12.54157967	11.84869948	13.28799078	11.96999575	11.19334616	10.26924918	11.35971593	12.38645531	11.35257096	11.39394823	11.16545719	10.78778707	10.50542624	11.3700356	9.186140249	11.68137143	12.24931847	11.26292422	8.641414153	8.850276552	9.41461252	12.27607406	12.39179573
RP4-816N1.6	11.8789001	13.56953324	12.85078594	13.66975659	13.92481354	12.89132226	13.29507662	14.88528925	12.84897169	13.03115182	14.13981359	13.19990961	17.21974876	12.98164123	12.43711714	12.16179383	13.85597431	12.76526232	13.28471752	11.76396352	14.417488	13.52789021	12.55583674	12.15149096	13.07574763	14.02630252	13.84560713	12.89673143	12.47618771	13.11972476	12.72402033	13.37558512	11.82078298	12.9842965	10.47798917	13.41696424	12.98250733	12.52926384	12.70457847	14.35650579	14.02281953	13.38322074	12.08180711	10.91060811	13.77324762	12.59961451
RP11-297C4.2	0	0	10.75163922	0	0	10.31443007	0	11.07777587	0	9.833237754	0	0	0	0	0	9.286395208	0	0	0	0	0	9.404574824	10.35737319	9.953305682	12.43291071	0	0	0	9.430705492	10.33639236	9.223004489	9.330371168	0	0	0	0	0	12.48195097	9.658827177	0	9.240832776	9.260117	0	0	0	0
CTD-2015C24.1	0	0	0	9.19019898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-82P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.82033629	0	12.04329957	16.61655278	0	0	0	0	0	0	12.18968927	0	0	0	0	0	0	0	0
DSC3	9.915057394	16.06774233	9.831937317	13.50358114	11.78263745	9.564679308	9.25434014	13.04557343	16.75803806	12.37908307	14.55140241	12.04610895	18.56507279	13.59069929	19.21245895	12.44070936	14.33905823	18.27517464	11.07236088	8.233539588	12.05573534	17.41735333	13.57549386	11.37179553	9.683881165	15.76755602	12.54713812	16.74616909	14.12111424	11.90705617	14.45252078	15.33697293	18.01901833	15.00904765	11.96489573	16.74182878	14.15123548	10.73202354	15.16708438	16.84878231	15.58422783	10.92301923	15.35082952	12.95768515	11.47830596	11.07522465
SNORD81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP8B	14.96112421	16.12062629	15.97486662	15.76839023	17.15336159	15.97710504	14.56071879	15.56421444	14.71367641	16.07655176	15.23112629	17.45807284	16.23057847	16.43985017	16.38462976	15.44104319	16.78069729	15.86088033	15.90165646	16.12794238	16.51877663	15.64216804	16.56847746	16.69100307	16.13537777	15.84760846	15.91201296	15.7208766	16.50938508	15.37194367	15.30764672	15.74582504	15.64270923	17.14555475	15.61518198	15.7173065	15.62593842	15.61091041	17.45022893	15.15970615	16.0888419	16.06153208	15.92476851	17.40036133	15.39350576	15.77874943
LINC00492	0	0	0	0	0	11.55103787	0	0	0	0	0	0	0	0	11.57480191	0	0	0	0	10.80229302	0	0	9.595399548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-338I24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.26093398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C17orf61-PLSCR3	9.132605789	8.654590218	8.882773923	8.676764276	7.860529807	8.446350679	9.548377316	8.210897769	8.404117667	9.547459337	9.807897806	0	0	9.749229542	0	9.736615291	7.471687781	8.849776654	7.841951158	8.696618148	8.450675267	8.53525073	9.487196845	0	0	8.58106464	8.400860313	0	0	9.46622936	7.358319608	0	7.756658638	9.652465902	8.731890697	9.086043095	7.541172021	0	7.792475613	7.756658638	8.95523046	0	9.013855904	8.580186549	8.857848671	8.684484101
STIM1	17.22329292	17.26696202	17.35979208	17.93609984	17.65737525	17.82656424	17.45394764	17.62782168	17.06443409	16.86914699	17.47506771	17.22607326	17.70930182	16.98235896	17.63699134	17.44233848	17.32617054	17.03786333	17.14411203	17.54068556	17.47489849	16.99149712	16.79853826	17.25506201	17.38132852	17.660092	17.19849579	17.48111463	17.85615897	17.0562113	16.75684951	17.62550586	16.94295909	17.37090309	17.40766154	17.50707253	17.59021016	17.36119005	17.88771013	17.39400548	16.85081675	17.21841459	17.14172449	16.8897644	16.50715831	17.44530045
RP11-72I2.1	0	11.68627784	0	0	0	0	0	11.24145067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.71623632
AC093807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1475282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC024158.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIST1H3C	10.76810256	10.2894009	12.51720239	0	12.49180124	0	15.50565024	11.84365489	13.20717203	12.91992369	11.12224848	11.50404864	12.32741839	12.64805327	12.518506	0	12.10110729	0	12.47314504	12.91552784	12.08412002	13.97604306	12.12275061	10.71886004	9.878409324	0	0	12.68598358	0	11.10208659	17.60145943	11.67968478	12.70935761	13.13607118	11.36628192	13.18021494	12.97818113	12.24814941	12.00850807	10.38829092	12.32680926	10.02530131	0	13.02118248	0	12.64036919
MIR369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.27186122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-293F5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.163996125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104389.32	0	0	0	0	0	0	0	0	10.84435701	0	0	12.31031356	0	0	0	0	10.90800753	0	11.27994923	0	0	0	0	0	10.68423044	0	0	0	0	0	11.62682948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-814H16.2	10.4941682	0	11.24344399	12.62156042	0	10.80614922	11.49504609	11.15475028	11.76340206	0	11.84788511	11.23004512	12.37522987	0	11.24474729	11.3616404	9.828259276	11.21038965	12.52095741	11.64168523	11.22532046	10.89524884	0	0	9.604622556	12.26264865	9.761383248	10.6052287	10.92140416	9.828909816	0	12.14242221	0	0	12.09195838	11.76886201	10.89729656	9.975179403	0	11.69850327	10.73134174	9.751483496	11.95952156	0	12.80303456	0
LINC00644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-585F1.6	12.6779003	0	11.25802554	0	0	0	0	12.1690182	13.36267402	12.92343773	0	0	11.65302829	0	0	0	11.42674561	11.80973264	0	11.65626822	11.82466558	12.49429125	13.0330043	12.04378809	11.20293045	11.54046139	0	12.20415806	11.52070122	11.42739663	0	13.00486304	0	0	0	11.04675261	12.4963397	11.57376876	11.74905716	0	12.33032306	11.34991166	0	0	0	0
CNPY1	0	0	0	9.308663812	0	0	0	7.263629716	8.452167677	0	0	0	0	8.477866259	0	7.469349087	7.519610671	10.70305681	9.470836424	0	8.49872972	0	7.541141783	0	9.874324235	0	7.453032676	0	8.609414217	0	0	7.513149711	7.804629394	7.385587499	0	0	0	0	0	7.804629394	7.42397402	8.439027255	0	0	0	0
OR4D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-299P2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.86715596	0	0	10.8686891	0	0	11.97660798	0	0	0	0	0	11.16078532	0	0	0	0	0	0	0	0	11.30829175
LINC00677	10.26162077	0	9.427260803	0	0	0	10.67774218	0	0	10.09230162	0	10.99742773	9.821902557	11.14163722	10.01282721	11.54389029	9.595814535	0	0	0	9.993411257	0	0	11.2117822	11.69240985	0	10.52797492	10.95726803	9.689685608	11.9169014	9.481931335	9.589326507	0	0	0	0	9.665594925	0	0	0	9.499764501	0	0	0	0	0
PAXIP1-AS1	15.80659847	17.52866602	17.50058434	16.90921381	15.88676682	16.40098774	16.90954044	16.25708867	18.17673233	16.12426643	17.75383913	17.3416245	17.43473852	16.41368067	16.02750921	16.24115728	15.8682479	14.99315989	17.77456416	16.7595312	18.94615314	17.93121613	17.48605714	16.57434475	16.47832649	17.36531648	17.05503956	15.87308809	16.81503888	17.9980257	16.81712477	17.12356507	16.87611314	17.12230776	16.23112541	17.60281475	17.4369063	17.80811062	16.32859992	17.16428681	16.90120216	16.86657957	17.13133673	16.13215675	19.04104809	17.10484256
IFI16	18.89150481	17.1295639	17.56339612	19.12889452	18.383723	16.58214207	15.55996818	18.6290626	18.00816353	18.30512868	15.90004323	17.1428434	15.57665722	15.55814235	19.84234099	17.72009788	17.07630979	16.91569298	15.78012246	16.57988337	16.01259774	15.68604922	17.30256685	17.77905515	17.61652392	18.4058248	15.79171985	16.88997836	17.12141923	17.31062351	17.77916943	17.66688473	16.06640942	17.62535889	18.79818022	16.68274988	17.84928126	15.42801639	17.97624813	18.19692476	16.86917273	17.53460695	16.14357062	17.41373498	16.24364019	17.21133529
U7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.81195656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNS4	19.11860051	16.84212029	17.16653765	20.28209908	20.18344842	16.38222317	20.48285974	20.24284033	19.31917229	16.53179832	19.16812701	17.36574336	18.295226	19.94605867	20.14835851	20.7203014	19.0819963	18.20362171	19.26698561	18.04837068	18.30445015	19.07019889	18.16478511	18.0483916	19.30266027	17.56004708	18.24089328	19.53815213	17.70702511	17.9772242	18.25582444	15.126898	18.50681627	17.25238728	19.1423626	18.48577434	19.74743802	19.60086219	18.51526606	18.59054832	19.14797575	15.84343737	19.82503733	20.137967	16.59388853	18.51447648
RP11-117L5.4	10.75413767	0	0	10.29765017	11.47808362	0	11.17034432	0	0	0	12.10795505	0	0	10.05025434	0	0	0	10.47093205	0	0	9.486864351	0	0	0	9.864451299	11.78593257	12.34206051	0	0	11.08812004	0	0	0	9.95346877	11.3523143	0	0	10.23507741	0	0	9.992044739	0	0	0	0	0
RP11-348N5.9	12.32126854	10.52101326	11.7491589	11.86457493	10.72418731	12.63338935	12.00078918	9.077718235	11.59127369	10.83038544	10.35448698	10.73618135	11.88123172	11.61703693	12.33528528	12.28231012	11.6549379	10.71652925	12.87479185	12.14744261	11.5384487	0	12.93935674	9.951245298	10.69449256	12.61647262	12.2659039	11.43264329	12.88617321	12.91836248	13.23001954	12.64821875	12.2042658	9.200224099	12.59775156	11.53785915	11.40296375	12.06493555	12.24023958	12.42661455	12.69603283	11.57809976	11.8804704	11.44595469	0	12.35762842
PPIF	18.87002329	19.68613673	19.54365642	20.01436195	19.97060454	20.31319606	20.40244196	19.79745258	20.05768726	19.87544696	20.36872774	20.47904285	19.48333145	20.17726172	19.77030523	19.88445364	20.23286924	20.05560452	20.16476194	20.32599254	20.1349379	20.38474194	23.03695718	20.0647028	19.41558186	19.77660285	20.11380908	19.83639504	19.57413075	19.56392126	19.46666861	19.81140156	20.4751633	20.10733394	19.23380411	19.79486202	19.94408645	19.59761431	19.55231937	19.64832267	20.0921423	20.22035174	19.86276928	19.7677802	20.4559695	19.77535275
