Herb1	Herb2	Co_ratio	Herb_pair	pValue	Event_ratio	Co_event	Ex_event	Total_event	Co_level	Prob_1to2	Prob_2to1
车前子	杜仲	0	车前子, 杜仲	1	0/12	0	12	12	0	0	0
青风藤	杜仲	0	杜仲, 青风藤	1	0/12	0	12	12	0	0	0
煅牡蛎	枸杞子	0	煅牡蛎, 枸杞子	1	0/19	0	19	19	0	0	0
佩兰	枸杞子	0	枸杞子, 佩兰	1	0/17	0	17	17	0	0	0
冬瓜皮	枸杞子	0	冬瓜皮, 枸杞子	1	0/17	0	17	17	0	0	0
猪苓	枸杞子	0	枸杞子, 猪苓	1	0/17	0	17	17	0	0	0
玄参	枸杞子	0	枸杞子, 玄参	1	0/17	0	17	17	0	0	0
苍术	枸杞子	0	苍术, 枸杞子	1	0/17	0	17	17	0	0	0
蝉蜕	枸杞子	0	蝉蜕, 枸杞子	1	0/17	0	17	17	0	0	0
僵蚕	枸杞子	0	枸杞子, 僵蚕	1	0/16	0	16	16	0	0	0
土鳖虫	枸杞子	0	枸杞子, 土鳖虫	1	0/16	0	16	16	0	0	0
大腹皮	枸杞子	0	大腹皮, 枸杞子	1	0/16	0	16	16	0	0	0
太子参	枸杞子	0	枸杞子, 太子参	1	0/16	0	16	16	0	0	0
牡蛎	枸杞子	0	枸杞子, 牡蛎	1	0/16	0	16	16	0	0	0
红花	枸杞子	0	枸杞子, 红花	1	0/16	0	16	16	0	0	0
西洋参	枸杞子	0	枸杞子, 西洋参	1	0/16	0	16	16	0	0	0
侧柏叶	枸杞子	0	侧柏叶, 枸杞子	1	0/12	0	12	12	0	0	0
升麻	枸杞子	0	枸杞子, 升麻	1	0/12	0	12	12	0	0	0
土茯苓	枸杞子	0	枸杞子, 土茯苓	1	0/12	0	12	12	0	0	0
地龙	枸杞子	0	地龙, 枸杞子	1	0/12	0	12	12	0	0	0
天花粉	枸杞子	0	枸杞子, 天花粉	1	0/12	0	12	12	0	0	0
木瓜	枸杞子	0	枸杞子, 木瓜	1	0/12	0	12	12	0	0	0
桑叶	枸杞子	0	枸杞子, 桑叶	1	0/12	0	12	12	0	0	0
檀香	枸杞子	0	枸杞子, 檀香	1	0/12	0	12	12	0	0	0
泽兰	枸杞子	0	枸杞子, 泽兰	1	0/12	0	12	12	0	0	0
浙贝母	枸杞子	0	枸杞子, 浙贝母	1	0/12	0	12	12	0	0	0
牛黄	枸杞子	0	枸杞子, 牛黄	1	0/12	0	12	12	0	0	0
甘松	枸杞子	0	甘松, 枸杞子	1	0/12	0	12	12	0	0	0
石膏	枸杞子	0	枸杞子, 石膏	1	0/12	0	12	12	0	0	0
竹叶	枸杞子	0	枸杞子, 竹叶	1	0/12	0	12	12	0	0	0
竹茹	枸杞子	0	枸杞子, 竹茹	1	0/12	0	12	12	0	0	0
肉豆蔻	枸杞子	0	枸杞子, 肉豆蔻	1	0/12	0	12	12	0	0	0
芥子	枸杞子	0	枸杞子, 芥子	1	0/12	0	12	12	0	0	0
诃子	枸杞子	0	枸杞子, 诃子	1	0/12	0	12	12	0	0	0
车前子	枸杞子	0	车前子, 枸杞子	1	0/12	0	12	12	0	0	0
青风藤	枸杞子	0	枸杞子, 青风藤	1	0/12	0	12	12	0	0	0
冬瓜皮	海螵蛸	0	冬瓜皮, 海螵蛸	1	0/17	0	17	17	0	0	0
天麻	海螵蛸	0	海螵蛸, 天麻	1	0/17	0	17	17	0	0	0
猪苓	海螵蛸	0	海螵蛸, 猪苓	1	0/17	0	17	17	0	0	0
玄参	海螵蛸	0	海螵蛸, 玄参	1	0/17	0	17	17	0	0	0
苍术	海螵蛸	0	苍术, 海螵蛸	1	0/17	0	17	17	0	0	0
蝉蜕	海螵蛸	0	蝉蜕, 海螵蛸	1	0/17	0	17	17	0	0	0
黄精	海螵蛸	0	海螵蛸, 黄精	1	0/17	0	17	17	0	0	0
僵蚕	海螵蛸	0	海螵蛸, 僵蚕	1	0/16	0	16	16	0	0	0
土鳖虫	海螵蛸	0	海螵蛸, 土鳖虫	1	0/16	0	16	16	0	0	0
大腹皮	海螵蛸	0	大腹皮, 海螵蛸	1	0/16	0	16	16	0	0	0
太子参	海螵蛸	0	海螵蛸, 太子参	1	0/16	0	16	16	0	0	0
红花	海螵蛸	0	海螵蛸, 红花	1	0/16	0	16	16	0	0	0
西洋参	海螵蛸	0	海螵蛸, 西洋参	1	0/16	0	16	16	0	0	0
侧柏叶	海螵蛸	0	侧柏叶, 海螵蛸	1	0/12	0	12	12	0	0	0
升麻	海螵蛸	0	海螵蛸, 升麻	1	0/12	0	12	12	0	0	0
土茯苓	海螵蛸	0	海螵蛸, 土茯苓	1	0/12	0	12	12	0	0	0
地龙	海螵蛸	0	地龙, 海螵蛸	1	0/12	0	12	12	0	0	0
天花粉	海螵蛸	0	海螵蛸, 天花粉	1	0/12	0	12	12	0	0	0
桑叶	海螵蛸	0	海螵蛸, 桑叶	1	0/12	0	12	12	0	0	0
檀香	海螵蛸	0	海螵蛸, 檀香	1	0/12	0	12	12	0	0	0
泽兰	海螵蛸	0	海螵蛸, 泽兰	1	0/12	0	12	12	0	0	0
浙贝母	海螵蛸	0	海螵蛸, 浙贝母	1	0/12	0	12	12	0	0	0
牛黄	海螵蛸	0	海螵蛸, 牛黄	1	0/12	0	12	12	0	0	0
甘松	海螵蛸	0	甘松, 海螵蛸	1	0/12	0	12	12	0	0	0
竹叶	海螵蛸	0	海螵蛸, 竹叶	1	0/12	0	12	12	0	0	0
竹茹	海螵蛸	0	海螵蛸, 竹茹	1	0/12	0	12	12	0	0	0
肉豆蔻	海螵蛸	0	海螵蛸, 肉豆蔻	1	0/12	0	12	12	0	0	0
芥子	海螵蛸	0	海螵蛸, 芥子	1	0/12	0	12	12	0	0	0
诃子	海螵蛸	0	海螵蛸, 诃子	1	0/12	0	12	12	0	0	0
车前子	海螵蛸	0	车前子, 海螵蛸	1	0/12	0	12	12	0	0	0
青风藤	海螵蛸	0	海螵蛸, 青风藤	1	0/12	0	12	12	0	0	0
僵蚕	决明子	0	僵蚕, 决明子	1	0/15	0	15	15	0	0	0
大腹皮	决明子	0	大腹皮, 决明子	1	0/15	0	15	15	0	0	0
太子参	决明子	0	决明子, 太子参	1	0/15	0	15	15	0	0	0
牡蛎	决明子	0	决明子, 牡蛎	1	0/15	0	15	15	0	0	0
桑寄生	决明子	0	决明子, 桑寄生	1	0/14	0	14	14	0	0	0
莪术	决明子	0	莪术, 决明子	1	0/14	0	14	14	0	0	0
莱菔子	决明子	0	决明子, 莱菔子	1	0/14	0	14	14	0	0	0
重楼	决明子	0	决明子, 重楼	1	0/14	0	14	14	0	0	0
阿胶	决明子	0	阿胶, 决明子	1	0/14	0	14	14	0	0	0
麦芽	决明子	0	决明子, 麦芽	1	0/14	0	14	14	0	0	0
北沙参	决明子	0	北沙参, 决明子	1	0/13	0	13	13	0	0	0
大枣	决明子	0	大枣, 决明子	1	0/13	0	13	13	0	0	0
小茴香	决明子	0	决明子, 小茴香	1	0/13	0	13	13	0	0	0
桔梗	决明子	0	桔梗, 决明子	1	0/13	0	13	13	0	0	0
沉香	决明子	0	沉香, 决明子	1	0/13	0	13	13	0	0	0
熟地	决明子	0	决明子, 熟地	1	0/13	0	13	13	0	0	0
牛膝	决明子	0	决明子, 牛膝	1	0/13	0	13	13	0	0	0
独活	决明子	0	独活, 决明子	1	0/13	0	13	13	0	0	0
益母草	决明子	0	决明子, 益母草	1	0/13	0	13	13	0	0	0
知母	决明子	0	决明子, 知母	1	0/13	0	13	13	0	0	0
葶苈子	决明子	0	决明子, 葶苈子	1	0/13	0	13	13	0	0	0
远志	决明子	0	决明子, 远志	1	0/13	0	13	13	0	0	0
附子	决明子	0	附子, 决明子	1	0/13	0	13	13	0	0	0
五加皮	决明子	0	决明子, 五加皮	1	0/12	0	12	12	0	0	0
山药	决明子	0	决明子, 山药	1	0/12	0	12	12	0	0	0
怀牛膝	决明子	0	怀牛膝, 决明子	1	0/12	0	12	12	0	0	0
桑白皮	决明子	0	决明子, 桑白皮	1	0/12	0	12	12	0	0	0
瓦楞子	决明子	0	决明子, 瓦楞子	1	0/12	0	12	12	0	0	0
生龙骨	决明子	0	决明子, 生龙骨	1	0/12	0	12	12	0	0	0
百合	决明子	0	百合, 决明子	1	0/12	0	12	12	0	0	0
细辛	决明子	0	决明子, 细辛	1	0/12	0	12	12	0	0	0
莲子心	决明子	0	决明子, 莲子心	1	0/12	0	12	12	0	0	0
蔓荆子	决明子	0	决明子, 蔓荆子	1	0/12	0	12	12	0	0	0
补骨脂	决明子	0	补骨脂, 决明子	1	0/12	0	12	12	0	0	0
僵蚕	半枝莲	0	半枝莲, 僵蚕	1	0/15	0	15	15	0	0	0
大腹皮	半枝莲	0	半枝莲, 大腹皮	1	0/15	0	15	15	0	0	0
太子参	半枝莲	0	半枝莲, 太子参	1	0/15	0	15	15	0	0	0
女贞子	半枝莲	0	半枝莲, 女贞子	1	0/15	0	15	15	0	0	0
牡蛎	半枝莲	0	半枝莲, 牡蛎	1	0/15	0	15	15	0	0	0
桑寄生	半枝莲	0	半枝莲, 桑寄生	1	0/14	0	14	14	0	0	0
莪术	半枝莲	0	半枝莲, 莪术	1	0/14	0	14	14	0	0	0
莱菔子	半枝莲	0	半枝莲, 莱菔子	1	0/14	0	14	14	0	0	0
蒺藜	半枝莲	0	半枝莲, 蒺藜	1	0/14	0	14	14	0	0	0
重楼	半枝莲	0	半枝莲, 重楼	1	0/14	0	14	14	0	0	0
阿胶	半枝莲	0	阿胶, 半枝莲	1	0/14	0	14	14	0	0	0
麦芽	半枝莲	0	半枝莲, 麦芽	1	0/14	0	14	14	0	0	0
北沙参	半枝莲	0	半枝莲, 北沙参	1	0/13	0	13	13	0	0	0
大枣	半枝莲	0	半枝莲, 大枣	1	0/13	0	13	13	0	0	0
小茴香	半枝莲	0	半枝莲, 小茴香	1	0/13	0	13	13	0	0	0
桔梗	半枝莲	0	半枝莲, 桔梗	1	0/13	0	13	13	0	0	0
沉香	半枝莲	0	半枝莲, 沉香	1	0/13	0	13	13	0	0	0
熟地	半枝莲	0	半枝莲, 熟地	1	0/13	0	13	13	0	0	0
牛膝	半枝莲	0	半枝莲, 牛膝	1	0/13	0	13	13	0	0	0
独活	半枝莲	0	半枝莲, 独活	1	0/13	0	13	13	0	0	0
益母草	半枝莲	0	半枝莲, 益母草	1	0/13	0	13	13	0	0	0
知母	半枝莲	0	半枝莲, 知母	1	0/13	0	13	13	0	0	0
葶苈子	半枝莲	0	半枝莲, 葶苈子	1	0/13	0	13	13	0	0	0
远志	半枝莲	0	半枝莲, 远志	1	0/13	0	13	13	0	0	0
附子	半枝莲	0	半枝莲, 附子	1	0/13	0	13	13	0	0	0
山药	半枝莲	0	半枝莲, 山药	1	0/12	0	12	12	0	0	0
怀牛膝	半枝莲	0	半枝莲, 怀牛膝	1	0/12	0	12	12	0	0	0
桑白皮	半枝莲	0	半枝莲, 桑白皮	1	0/12	0	12	12	0	0	0
瓦楞子	半枝莲	0	半枝莲, 瓦楞子	1	0/12	0	12	12	0	0	0
生龙骨	半枝莲	0	半枝莲, 生龙骨	1	0/12	0	12	12	0	0	0
百合	半枝莲	0	百合, 半枝莲	1	0/12	0	12	12	0	0	0
细辛	半枝莲	0	半枝莲, 细辛	1	0/12	0	12	12	0	0	0
莲子心	半枝莲	0	半枝莲, 莲子心	1	0/12	0	12	12	0	0	0
蔓荆子	半枝莲	0	半枝莲, 蔓荆子	1	0/12	0	12	12	0	0	0
补骨脂	半枝莲	0	半枝莲, 补骨脂	1	0/12	0	12	12	0	0	0
僵蚕	淫羊藿	0	僵蚕, 淫羊藿	1	0/15	0	15	15	0	0	0
大腹皮	淫羊藿	0	大腹皮, 淫羊藿	1	0/15	0	15	15	0	0	0
女贞子	淫羊藿	0	女贞子, 淫羊藿	1	0/15	0	15	15	0	0	0
红花	淫羊藿	0	红花, 淫羊藿	1	0/15	0	15	15	0	0	0
西洋参	淫羊藿	0	西洋参, 淫羊藿	1	0/15	0	15	15	0	0	0
桑寄生	淫羊藿	0	桑寄生, 淫羊藿	1	0/14	0	14	14	0	0	0
莪术	淫羊藿	0	莪术, 淫羊藿	1	0/14	0	14	14	0	0	0
莱菔子	淫羊藿	0	莱菔子, 淫羊藿	1	0/14	0	14	14	0	0	0
蒺藜	淫羊藿	0	蒺藜, 淫羊藿	1	0/14	0	14	14	0	0	0
阿胶	淫羊藿	0	阿胶, 淫羊藿	1	0/14	0	14	14	0	0	0
麦芽	淫羊藿	0	麦芽, 淫羊藿	1	0/14	0	14	14	0	0	0
北沙参	淫羊藿	0	北沙参, 淫羊藿	1	0/13	0	13	13	0	0	0
大枣	淫羊藿	0	大枣, 淫羊藿	1	0/13	0	13	13	0	0	0
小茴香	淫羊藿	0	小茴香, 淫羊藿	1	0/13	0	13	13	0	0	0
桔梗	淫羊藿	0	桔梗, 淫羊藿	1	0/13	0	13	13	0	0	0
沉香	淫羊藿	0	沉香, 淫羊藿	1	0/13	0	13	13	0	0	0
浮小麦	淫羊藿	0	浮小麦, 淫羊藿	1	0/13	0	13	13	0	0	0
牛膝	淫羊藿	0	牛膝, 淫羊藿	1	0/13	0	13	13	0	0	0
独活	淫羊藿	0	独活, 淫羊藿	1	0/13	0	13	13	0	0	0
知母	淫羊藿	0	淫羊藿, 知母	1	0/13	0	13	13	0	0	0
葶苈子	淫羊藿	0	葶苈子, 淫羊藿	1	0/13	0	13	13	0	0	0
远志	淫羊藿	0	淫羊藿, 远志	1	0/13	0	13	13	0	0	0
附子	淫羊藿	0	附子, 淫羊藿	1	0/13	0	13	13	0	0	0
五加皮	淫羊藿	0	五加皮, 淫羊藿	1	0/12	0	12	12	0	0	0
山药	淫羊藿	0	山药, 淫羊藿	1	0/12	0	12	12	0	0	0
怀牛膝	淫羊藿	0	怀牛膝, 淫羊藿	1	0/12	0	12	12	0	0	0
桑白皮	淫羊藿	0	桑白皮, 淫羊藿	1	0/12	0	12	12	0	0	0
瓦楞子	淫羊藿	0	瓦楞子, 淫羊藿	1	0/12	0	12	12	0	0	0
百合	淫羊藿	0	百合, 淫羊藿	1	0/12	0	12	12	0	0	0
细辛	淫羊藿	0	细辛, 淫羊藿	1	0/12	0	12	12	0	0	0
莲子心	淫羊藿	0	莲子心, 淫羊藿	1	0/12	0	12	12	0	0	0
蔓荆子	淫羊藿	0	蔓荆子, 淫羊藿	1	0/12	0	12	12	0	0	0
煅牡蛎	吴茱萸	0	煅牡蛎, 吴茱萸	1	0/16	0	16	16	0	0	0
桑寄生	吴茱萸	0	桑寄生, 吴茱萸	1	0/12	0	12	12	0	0	0
莪术	吴茱萸	0	莪术, 吴茱萸	1	0/12	0	12	12	0	0	0
莱菔子	吴茱萸	0	莱菔子, 吴茱萸	1	0/12	0	12	12	0	0	0
蒺藜	吴茱萸	0	蒺藜, 吴茱萸	1	0/12	0	12	12	0	0	0
重楼	吴茱萸	0	吴茱萸, 重楼	1	0/12	0	12	12	0	0	0
阿胶	吴茱萸	0	阿胶, 吴茱萸	1	0/12	0	12	12	0	0	0
麦芽	吴茱萸	0	麦芽, 吴茱萸	1	0/12	0	12	12	0	0	0
五加皮	吴茱萸	0	吴茱萸, 五加皮	1	0/10	0	10	10	0	0	0
山药	吴茱萸	0	山药, 吴茱萸	1	0/10	0	10	10	0	0	0
怀牛膝	吴茱萸	0	怀牛膝, 吴茱萸	1	0/10	0	10	10	0	0	0
瓦楞子	吴茱萸	0	瓦楞子, 吴茱萸	1	0/10	0	10	10	0	0	0
生龙骨	吴茱萸	0	生龙骨, 吴茱萸	1	0/10	0	10	10	0	0	0
百合	吴茱萸	0	百合, 吴茱萸	1	0/10	0	10	10	0	0	0
细辛	吴茱萸	0	吴茱萸, 细辛	1	0/10	0	10	10	0	0	0
莲子心	吴茱萸	0	莲子心, 吴茱萸	1	0/10	0	10	10	0	0	0
蔓荆子	吴茱萸	0	蔓荆子, 吴茱萸	1	0/10	0	10	10	0	0	0
补骨脂	吴茱萸	0	补骨脂, 吴茱萸	1	0/10	0	10	10	0	0	0
侧柏叶	吴茱萸	0	侧柏叶, 吴茱萸	1	0/9	0	9	9	0	0	0
升麻	吴茱萸	0	升麻, 吴茱萸	1	0/9	0	9	9	0	0	0
土茯苓	吴茱萸	0	土茯苓, 吴茱萸	1	0/9	0	9	9	0	0	0
地龙	吴茱萸	0	地龙, 吴茱萸	1	0/9	0	9	9	0	0	0
天花粉	吴茱萸	0	天花粉, 吴茱萸	1	0/9	0	9	9	0	0	0
木瓜	吴茱萸	0	木瓜, 吴茱萸	1	0/9	0	9	9	0	0	0
桑叶	吴茱萸	0	桑叶, 吴茱萸	1	0/9	0	9	9	0	0	0
檀香	吴茱萸	0	檀香, 吴茱萸	1	0/9	0	9	9	0	0	0
泽兰	吴茱萸	0	吴茱萸, 泽兰	1	0/9	0	9	9	0	0	0
浙贝母	吴茱萸	0	吴茱萸, 浙贝母	1	0/9	0	9	9	0	0	0
牛黄	吴茱萸	0	牛黄, 吴茱萸	1	0/9	0	9	9	0	0	0
甘松	吴茱萸	0	甘松, 吴茱萸	1	0/9	0	9	9	0	0	0
石膏	吴茱萸	0	石膏, 吴茱萸	1	0/9	0	9	9	0	0	0
竹叶	吴茱萸	0	吴茱萸, 竹叶	1	0/9	0	9	9	0	0	0
竹茹	吴茱萸	0	吴茱萸, 竹茹	1	0/9	0	9	9	0	0	0
肉豆蔻	吴茱萸	0	肉豆蔻, 吴茱萸	1	0/9	0	9	9	0	0	0
芥子	吴茱萸	0	芥子, 吴茱萸	1	0/9	0	9	9	0	0	0
诃子	吴茱萸	0	诃子, 吴茱萸	1	0/9	0	9	9	0	0	0
车前子	吴茱萸	0	车前子, 吴茱萸	1	0/9	0	9	9	0	0	0
桑寄生	煅牡蛎	0	煅牡蛎, 桑寄生	1	0/12	0	12	12	0	0	0
白芷	煅牡蛎	0	白芷, 煅牡蛎	1	0/12	0	12	12	0	0	0
莱菔子	煅牡蛎	0	煅牡蛎, 莱菔子	1	0/12	0	12	12	0	0	0
蒺藜	煅牡蛎	0	煅牡蛎, 蒺藜	1	0/12	0	12	12	0	0	0
重楼	煅牡蛎	0	煅牡蛎, 重楼	1	0/12	0	12	12	0	0	0
阿胶	煅牡蛎	0	阿胶, 煅牡蛎	1	0/12	0	12	12	0	0	0
麦芽	煅牡蛎	0	煅牡蛎, 麦芽	1	0/12	0	12	12	0	0	0
五加皮	煅牡蛎	0	煅牡蛎, 五加皮	1	0/10	0	10	10	0	0	0
山药	煅牡蛎	0	煅牡蛎, 山药	1	0/10	0	10	10	0	0	0
怀牛膝	煅牡蛎	0	煅牡蛎, 怀牛膝	1	0/10	0	10	10	0	0	0
桑白皮	煅牡蛎	0	煅牡蛎, 桑白皮	1	0/10	0	10	10	0	0	0
瓦楞子	煅牡蛎	0	煅牡蛎, 瓦楞子	1	0/10	0	10	10	0	0	0
百合	煅牡蛎	0	百合, 煅牡蛎	1	0/10	0	10	10	0	0	0
细辛	煅牡蛎	0	煅牡蛎, 细辛	1	0/10	0	10	10	0	0	0
莲子心	煅牡蛎	0	煅牡蛎, 莲子心	1	0/10	0	10	10	0	0	0
蔓荆子	煅牡蛎	0	煅牡蛎, 蔓荆子	1	0/10	0	10	10	0	0	0
侧柏叶	煅牡蛎	0	侧柏叶, 煅牡蛎	1	0/9	0	9	9	0	0	0
升麻	煅牡蛎	0	煅牡蛎, 升麻	1	0/9	0	9	9	0	0	0
土茯苓	煅牡蛎	0	煅牡蛎, 土茯苓	1	0/9	0	9	9	0	0	0
地龙	煅牡蛎	0	地龙, 煅牡蛎	1	0/9	0	9	9	0	0	0
天花粉	煅牡蛎	0	煅牡蛎, 天花粉	1	0/9	0	9	9	0	0	0
木瓜	煅牡蛎	0	煅牡蛎, 木瓜	1	0/9	0	9	9	0	0	0
桑叶	煅牡蛎	0	煅牡蛎, 桑叶	1	0/9	0	9	9	0	0	0
檀香	煅牡蛎	0	煅牡蛎, 檀香	1	0/9	0	9	9	0	0	0
泽兰	煅牡蛎	0	煅牡蛎, 泽兰	1	0/9	0	9	9	0	0	0
浙贝母	煅牡蛎	0	煅牡蛎, 浙贝母	1	0/9	0	9	9	0	0	0
牛黄	煅牡蛎	0	煅牡蛎, 牛黄	1	0/9	0	9	9	0	0	0
甘松	煅牡蛎	0	煅牡蛎, 甘松	1	0/9	0	9	9	0	0	0
石膏	煅牡蛎	0	煅牡蛎, 石膏	1	0/9	0	9	9	0	0	0
竹叶	煅牡蛎	0	煅牡蛎, 竹叶	1	0/9	0	9	9	0	0	0
竹茹	煅牡蛎	0	煅牡蛎, 竹茹	1	0/9	0	9	9	0	0	0
肉豆蔻	煅牡蛎	0	煅牡蛎, 肉豆蔻	1	0/9	0	9	9	0	0	0
芥子	煅牡蛎	0	煅牡蛎, 芥子	1	0/9	0	9	9	0	0	0
诃子	煅牡蛎	0	煅牡蛎, 诃子	1	0/9	0	9	9	0	0	0
车前子	煅牡蛎	0	车前子, 煅牡蛎	1	0/9	0	9	9	0	0	0
青风藤	煅牡蛎	0	煅牡蛎, 青风藤	1	0/9	0	9	9	0	0	0
柏子仁	川贝母	0	柏子仁, 川贝母	1	0/14	0	14	14	0	0	0
紫苏叶	川贝母	0	川贝母, 紫苏叶	1	0/14	0	14	14	0	0	0
罂粟壳	川贝母	0	川贝母, 罂粟壳	1	0/14	0	14	14	0	0	0
菊花	川贝母	0	川贝母, 菊花	1	0/14	0	14	14	0	0	0
薏苡仁	川贝母	0	川贝母, 薏苡仁	1	0/14	0	14	14	0	0	0
薤白	川贝母	0	川贝母, 薤白	1	0/14	0	14	14	0	0	0
佩兰	川贝母	0	川贝母, 佩兰	1	0/13	0	13	13	0	0	0
冬瓜皮	川贝母	0	川贝母, 冬瓜皮	1	0/13	0	13	13	0	0	0
天麻	川贝母	0	川贝母, 天麻	1	0/13	0	13	13	0	0	0
猪苓	川贝母	0	川贝母, 猪苓	1	0/13	0	13	13	0	0	0
玄参	川贝母	0	川贝母, 玄参	1	0/13	0	13	13	0	0	0
苍术	川贝母	0	苍术, 川贝母	1	0/13	0	13	13	0	0	0
僵蚕	川贝母	0	川贝母, 僵蚕	1	0/12	0	12	12	0	0	0
土鳖虫	川贝母	0	川贝母, 土鳖虫	1	0/12	0	12	12	0	0	0
大腹皮	川贝母	0	川贝母, 大腹皮	1	0/12	0	12	12	0	0	0
女贞子	川贝母	0	川贝母, 女贞子	1	0/12	0	12	12	0	0	0
牡蛎	川贝母	0	川贝母, 牡蛎	1	0/12	0	12	12	0	0	0
大枣	川贝母	0	川贝母, 大枣	1	0/10	0	10	10	0	0	0
小茴香	川贝母	0	川贝母, 小茴香	1	0/10	0	10	10	0	0	0
桔梗	川贝母	0	川贝母, 桔梗	1	0/10	0	10	10	0	0	0
沉香	川贝母	0	沉香, 川贝母	1	0/10	0	10	10	0	0	0
浮小麦	川贝母	0	川贝母, 浮小麦	1	0/10	0	10	10	0	0	0
熟地	川贝母	0	川贝母, 熟地	1	0/10	0	10	10	0	0	0
牛膝	川贝母	0	川贝母, 牛膝	1	0/10	0	10	10	0	0	0
独活	川贝母	0	川贝母, 独活	1	0/10	0	10	10	0	0	0
益母草	川贝母	0	川贝母, 益母草	1	0/10	0	10	10	0	0	0
远志	川贝母	0	川贝母, 远志	1	0/10	0	10	10	0	0	0
附子	川贝母	0	川贝母, 附子	1	0/10	0	10	10	0	0	0
升麻	川贝母	0	川贝母, 升麻	1	0/8	0	8	8	0	0	0
土茯苓	川贝母	0	川贝母, 土茯苓	1	0/8	0	8	8	0	0	0
地龙	川贝母	0	川贝母, 地龙	1	0/8	0	8	8	0	0	0
天花粉	川贝母	0	川贝母, 天花粉	1	0/8	0	8	8	0	0	0
木瓜	川贝母	0	川贝母, 木瓜	1	0/8	0	8	8	0	0	0
桑叶	川贝母	0	川贝母, 桑叶	1	0/8	0	8	8	0	0	0
檀香	川贝母	0	川贝母, 檀香	1	0/8	0	8	8	0	0	0
泽兰	川贝母	0	川贝母, 泽兰	1	0/8	0	8	8	0	0	0
浙贝母	川贝母	0	川贝母, 浙贝母	1	0/8	0	8	8	0	0	0
牛黄	川贝母	0	川贝母, 牛黄	1	0/8	0	8	8	0	0	0
甘松	川贝母	0	川贝母, 甘松	1	0/8	0	8	8	0	0	0
石膏	川贝母	0	川贝母, 石膏	1	0/8	0	8	8	0	0	0
竹叶	川贝母	0	川贝母, 竹叶	1	0/8	0	8	8	0	0	0
竹茹	川贝母	0	川贝母, 竹茹	1	0/8	0	8	8	0	0	0
肉豆蔻	川贝母	0	川贝母, 肉豆蔻	1	0/8	0	8	8	0	0	0
芥子	川贝母	0	川贝母, 芥子	1	0/8	0	8	8	0	0	0
诃子	川贝母	0	川贝母, 诃子	1	0/8	0	8	8	0	0	0
车前子	川贝母	0	车前子, 川贝母	1	0/8	0	8	8	0	0	0
青风藤	川贝母	0	川贝母, 青风藤	1	0/8	0	8	8	0	0	0
白及	柏子仁	0	白及, 柏子仁	1	0/14	0	14	14	0	0	0
紫苏叶	柏子仁	0	柏子仁, 紫苏叶	1	0/14	0	14	14	0	0	0
罂粟壳	柏子仁	0	柏子仁, 罂粟壳	1	0/14	0	14	14	0	0	0
薏苡仁	柏子仁	0	柏子仁, 薏苡仁	1	0/14	0	14	14	0	0	0
薤白	柏子仁	0	柏子仁, 薤白	1	0/14	0	14	14	0	0	0
赤芍	柏子仁	0	柏子仁, 赤芍	1	0/14	0	14	14	0	0	0
佩兰	柏子仁	0	柏子仁, 佩兰	1	0/13	0	13	13	0	0	0
冬瓜皮	柏子仁	0	柏子仁, 冬瓜皮	1	0/13	0	13	13	0	0	0
天麻	柏子仁	0	柏子仁, 天麻	1	0/13	0	13	13	0	0	0
猪苓	柏子仁	0	柏子仁, 猪苓	1	0/13	0	13	13	0	0	0
玄参	柏子仁	0	柏子仁, 玄参	1	0/13	0	13	13	0	0	0
苍术	柏子仁	0	柏子仁, 苍术	1	0/13	0	13	13	0	0	0
蝉蜕	柏子仁	0	柏子仁, 蝉蜕	1	0/13	0	13	13	0	0	0
黄精	柏子仁	0	柏子仁, 黄精	1	0/13	0	13	13	0	0	0
僵蚕	柏子仁	0	柏子仁, 僵蚕	1	0/12	0	12	12	0	0	0
土鳖虫	柏子仁	0	柏子仁, 土鳖虫	1	0/12	0	12	12	0	0	0
大腹皮	柏子仁	0	柏子仁, 大腹皮	1	0/12	0	12	12	0	0	0
太子参	柏子仁	0	柏子仁, 太子参	1	0/12	0	12	12	0	0	0
女贞子	柏子仁	0	柏子仁, 女贞子	1	0/12	0	12	12	0	0	0
牡蛎	柏子仁	0	柏子仁, 牡蛎	1	0/12	0	12	12	0	0	0
红花	柏子仁	0	柏子仁, 红花	1	0/12	0	12	12	0	0	0
西洋参	柏子仁	0	柏子仁, 西洋参	1	0/12	0	12	12	0	0	0
北沙参	柏子仁	0	柏子仁, 北沙参	1	0/10	0	10	10	0	0	0
大枣	柏子仁	0	柏子仁, 大枣	1	0/10	0	10	10	0	0	0
小茴香	柏子仁	0	柏子仁, 小茴香	1	0/10	0	10	10	0	0	0
桔梗	柏子仁	0	柏子仁, 桔梗	1	0/10	0	10	10	0	0	0
沉香	柏子仁	0	柏子仁, 沉香	1	0/10	0	10	10	0	0	0
浮小麦	柏子仁	0	柏子仁, 浮小麦	1	0/10	0	10	10	0	0	0
牛膝	柏子仁	0	柏子仁, 牛膝	1	0/10	0	10	10	0	0	0
独活	柏子仁	0	柏子仁, 独活	1	0/10	0	10	10	0	0	0
益母草	柏子仁	0	柏子仁, 益母草	1	0/10	0	10	10	0	0	0
知母	柏子仁	0	柏子仁, 知母	1	0/10	0	10	10	0	0	0
葶苈子	柏子仁	0	柏子仁, 葶苈子	1	0/10	0	10	10	0	0	0
